time_ps,normalised_counts
-22.6109931669741,0.00063743551952844
-22.0048376431281,0.00095565083405913
-21.3986821192821,0.00191029677765142
-20.7925265954361,0.00262628123534547
-20.1863710715902,0.00429691163663182
-19.5802155477442,0.00541066523748923
-18.9740600238982,0.00747906478193872
-18.3679045000522,0.0103430026127151
-17.7617489762062,0.0143206940443494
-17.1555934523602,0.0194121390768407
-16.5494379285143,0.0258559991960876
-15.9432824046683,0.0337318282307228
-15.3371268808223,0.0432782876666444
-14.7309713569763,0.0551318081329135
-14.1248158331303,0.0688150666577345
-13.5186603092843,0.085998693642393
-12.9125047854383,0.104773397199705
-12.3841446229416,0.121657527417747
-11.9206139282358,0.142730517686072
-11.4871208869399,0.164279661016949
-11.1215907377116,0.184990174404323
-10.7909604519774,0.204533898305085
-10.4603301662432,0.225025638663719
-10.1522428545364,0.245185904736384
-9.83163166836991,0.266267669324044
-9.55109688047425,0.286705047899779
-9.27557164236244,0.307882277081798
-9.00004640425063,0.329059506263817
-8.74901229841543,0.349507492016703
-8.45400547781086,0.37334712266363
-8.1979618221918,0.396373536395644
-7.89794545180339,0.419981577008106
-7.70507778512512,0.439277358142963
-7.42955254701331,0.461915991156964
-7.19076400731641,0.48135470400393
-7.04381721365677,0.501518284819455
-6.77931298506944,0.521667280766396
-6.54787178505551,0.543194546794399
-6.34949361361501,0.562096536477524
-6.08866305486916,0.584323876197495
-5.94860439216232,0.602700810611643
-5.71578556595784,0.623528002947679
-5.4482756075002,0.647489616131842
-5.2406575997917,0.66765209203308
-4.94523331670515,0.692908222795382
-4.76920330346704,0.712865184639319
-4.56409007065047,0.733417695283714
-4.34366988016102,0.752341562269713
-4.120188298137,0.77207975108491
-3.85078584309434,0.792790264472284
-3.59975173725914,0.812985445836404
-3.32422649914733,0.833987656595431
-3.02114873722433,0.854873188405797
-2.6841601767645,0.877277790374695
-2.31114139285928,0.898616575024092
-1.93925296890529,0.918200687791697
-1.53331245142055,0.938152788012773
-0.95470945138575,0.957829101627923
-0.348553927539765,0.9687279761506
0.25760159630622,0.970159945065988
0.863757120152204,0.961886346888189
1.442360120187,0.946086956521739
1.9366848120935,0.922263860592137
2.35159340595598,0.901732287609222
2.68723324147401,0.882093856769612
3.00784442764048,0.862523614925973
3.28837921553614,0.842738577745026
3.56390445364795,0.822173913043478
3.83942969175976,0.801609248341931
4.05984988224921,0.783344825771134
4.30476120501527,0.763814992221403
4.52824278703929,0.744378224023581
4.74866297752874,0.72411984156227
4.96908316801819,0.704649042004422
5.18950335850764,0.683756217759764
5.40992354899709,0.663957258658806
5.60279121567535,0.64070481103274
5.83239558076853,0.617869073937608
6.06366979578966,0.597052488778723
6.27323596174742,0.575864652419553
6.49365615223687,0.554862441660526
6.71407634272632,0.533860230901498
6.95286488242323,0.513966470154753
7.20507644654096,0.489342724335355
7.47636283483567,0.466811506474366
7.66004632691021,0.447080262834684
7.94475573962575,0.425822816875461
8.1651759301152,0.406789563375092
8.38559612060465,0.387318763817244
8.6060163110941,0.368613669859985
8.82949789311812,0.349313027102268
9.09890034816078,0.328991443543765
9.34993445399599,0.308961557356915
9.57035464448543,0.290779087857201
9.84587988259724,0.271653463522476
10.121405120709,0.252226418570376
10.424482882632,0.231953451240482
10.7551131683662,0.211315862196021
11.0857434541004,0.1908970461803
11.4396874138286,0.171347712714699
11.778795399197,0.153374666968993
12.1676392224194,0.135401621223287
12.611151363283,0.118217994238628
13.1191197113656,0.10101050110538
13.7032332161626,0.0827369866684532
14.3093887400086,0.0658715749983252
14.9155442638546,0.0521883164735046
15.5216997877005,0.040891672807664
16.1278553115465,0.0318225363435387
16.7340108353925,0.0243444764520668
17.3401663592385,0.0185370469618813
17.9463218830845,0.0137638172439205
18.5524774069305,0.01018389495545
19.1586329307765,0.00747906478193872
19.7647884546224,0.00517200375159121
20.3709439784684,0.00350137335030487
20.9770995023144,0.00246717357807991
21.5832550261604,0.00151252763448784
22.1894105500064,0.00111475849132447
22.7955660738524,0.00063743551952844
23.4017215976983,8.05587190995105E-05
24.0078771215443,-0.000237656595430957
24.6140326453903,-0.00031721042406363
24.9446629311245,-0.00111274871039058
